"WeekDate","Site","AEddyDist0","CEddyDist0","Chl0","EKE0","FSLE0","Sal0","SSH0","Temp0","VelAsp0","VelMag0","Md","Zc","Me","Kg","Gg","Dd","Gm","Mb","Pm","Mm"
2018-02-18,"BP",135.636729571429,103.758315428571,0.132341312857143,107.775414285714,-0.232653850428571,36.6041942857143,0.164066953557143,23.744986,83.3831257014286,0.293217778285714,0,0,70,1,1,108,0,0,7,0
2018-02-25,"BP",169.285025571429,101.958493428571,0.137756374285714,1340.98728,-0.135455392714286,36.4409114285714,0.133925597471429,24.15325,105.140618631429,0.389902605857143,0,0,30,9,0,129,1,0,0,0
2018-03-04,"BP",139.151075714286,79.80632,0.159836344285714,1161.51104028571,-0.254063385571429,36.3923857142857,0.184154212585714,23.9061371428571,81.1600385071429,0.543233733428571,0,0,39,3,0,56,6,0,3,0
2018-03-11,"BP",86.1116905714286,99.6521382857143,0.176476274285714,144.086378571429,-0.183442770571429,36.4337728571429,0.117845248871429,23.083896,63.3806733757143,0.614365889,0,0,28,8,2,132,1,0,6,0
2018-03-18,"BP",53.6762935714286,92.5456791428571,0.214007085714286,141.861228857143,-0.156433602428571,36.4715471428571,0.1907532428,23.8425321428571,60.8059712242857,0.443032926142857,0,0,51,15,3,135,0,0,1,0
2018-03-25,"BP",140.809069142857,76.5047925714286,0.17339398,209.194365428571,-0.168145444571429,36.4679242857143,0.2343326027,23.9877915714286,42.6228825385714,0.598581835571429,0,0,26,16,6,61,5,0,6,0
2018-04-01,"BP",98.8211161428572,93.7734672857143,0.133738854285714,454.114037142857,-0.256766386857143,36.3236857142857,0.0852654130142857,24.1300025714286,52.9636117928571,0.823635969714286,0,0,68,2,0,28,7,0,3,0
2018-04-08,"BP",120.788668142857,67.404045,0.17922139,1025.34735714286,-0.211683699428571,36.3267271428571,0.1510469063,23.866555,139.41235425,0.286387009571429,0,0,57,8,6,104,4,0,5,0
2018-04-15,"BP",95.3906922857143,111.782936285714,0.113444912857143,231.624132857143,-0.133653469571429,36.40166,0.1097595871,24.4623595714286,73.0764194428571,0.798901547857143,0,0,93,4,0,47,1,0,19,0
2018-04-22,"BP",82.2828274285714,94.8815692857143,0.111630321428571,198.74942,-0.180221563714286,36.4176271428571,0.240287586457143,24.7591157142857,48.9248172442857,0.640049870571429,1,0,48,6,2,95,5,0,8,0
2018-04-29,"BP",117.907983857143,91.8232437142857,0.0701842142857143,26.0206724285714,-0.270469680571429,36.3321914285714,0.175095788457143,25.3261235714286,42.1384222985714,0.366896088,6,0,31,5,0,58,3,0,33,0
2018-05-06,"BP",181.579432857143,144.808508285714,0.0628123342857143,397.826827142857,-0.170386122571429,36.2046914285714,0.147903127457143,25.1294025714286,97.2138902885714,0.272436089,1,0,50,4,0,52,11,0,16,0
2018-05-13,"BP",190.037803571429,136.593446142857,0.0533541914285714,162.340735714286,-0.283949190857143,36.2960771428571,0.199013301414286,25.606978,40.5693018528571,0.598441827428571,0,0,53,4,0,43,5,0,10,0
2018-05-20,"BP",204.947607714286,123.846460285714,0.0442366757142857,207.162119142857,-0.250957631428571,36.2559057142857,0.236479970514286,26.0604078571429,55.6610567271429,0.315967140714286,0,0,94,9,1,39,3,0,12,0
2018-05-27,"BP",139.914920428571,110.254563142857,0.0608321271428571,145.552767142857,-0.299759128142857,36.1935071428571,0.270975299314286,26.6528922857143,55.7972899714286,0.463153726,0,0,54,1,17,17,3,0,25,0
2018-06-03,"BP",142.295893857143,112.697994428571,0.0624601314285714,340.939,-0.240580246142857,36.1477528571429,0.204330789357143,27.2388501428571,104.426315317143,0.313183681285714,0,0,26,1,37,68,0,0,81,0
2018-06-10,"BP",140.8163235,122.50491725,0.057127465,1567.68325,-0.446243357,36.1052675,0.24205596895,27.62916225,193.8434367525,0.10313599,0,0,75.25,1.75,1.75,7,0,0,0,0
2018-06-17,"BP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-24,"BP",200.166895,120.2319705,0.04917492,59.63302,-0.2594048695,36.17813,0.24010410565,28.801742,48.356440925,0.5733528995,0,0,45.5,0,0,21,0,0,3.5,0
2018-07-01,"BP",152.922302857143,121.590312428571,0.0546602814285714,71.6288351428571,-0.119056044571429,36.1590242857143,0.291933631614286,29.2594154285714,59.5342634757143,0.402278984428571,0,0,16,0,0,24,0,0,1,0
2018-07-08,"BP",137.257518714286,126.200451142857,0.0469846714285714,341.080262857143,-0.0870501995714286,36.2659428571429,0.328426705957143,28.2319691428571,70.7021914971429,0.402799114571429,0,0,14,2,0,20,0,0,0,0
2018-07-15,"BP",251.640448142857,125.474265142857,0.07137775,129.974475285714,-0.145846057571429,36.1830357142857,0.290822155914286,28.514552,64.2827802114286,0.332525946857143,3,0,63,0,3,29,1,0,29,0
2018-07-22,"BP",123.413083285714,111.424716428571,0.07664243,89.84849,-0.177210429285714,36.1235171428571,0.266172510957143,28.2541611428571,55.8504900342857,0.466010860428571,0,0,32,0,0,15,3,0,11,0
2018-07-29,"BP",25.8196967142857,132.970704714286,0.0653583157142857,170.351475714286,-0.194449103428571,36.1984128571429,0.2569332196,28.5038114285714,46.6855952185714,0.540983807857143,0,0,23,0,11,41,4,0,0,0
2018-08-05,"BP",18.2540982857143,119.555531142857,0.0653877328571429,113.726518571429,-0.341770941428571,36.1954457142857,0.298041361957143,29.1315658571429,49.9339949442857,0.408491173142857,0,0,44,0,0,24,0,0,7,0
2018-08-12,"BP",15.0165464285714,116.134547428571,0.0683126942857143,145.785398571429,-0.356258109,36.1903842857143,0.264532096085714,28.9261302857143,58.4305652228571,0.747502556,0,0,43,0,0,0,0,0,0,0
2018-08-19,"BP",170.852080571429,92.7806514285714,0.0799743371428571,286.819518285714,-0.197771505,36.1939242857143,0.2566781432,28.8987665714286,74.32675976,0.377217167857143,0,0,156,0,0,1,0,0,1,0
2018-08-26,"BP",131.399939285714,111.918561857143,0.0697440071428571,231.784285714286,-0.179521303428571,36.1590828571429,0.3338134565,29.3127037142857,37.0901259685714,0.313393296428571,0,0,88,1,0,23,0,0,12,0
2018-09-02,"BP",173.706726714286,135.824317857143,0.0617994614285714,656.560314285714,-0.110923815714286,36.1651842857143,0.354299859242857,29.1771674285714,102.258767154286,0.0863740144285714,0,0,94,1,0,21,0,0,1,0
2018-09-09,"BP",148.867336,115.628270428571,0.06792344,168.791658571429,-0.263330388142857,36.1767814285714,0.405387157257143,29.1158977142857,138.973796108571,0.410500574142857,0,0,206,2,4,3,0,0,6,0
2018-09-16,"BP",189.341802,117.394055571429,0.0958256585714286,1160.65141428571,-0.140038360428571,36.1656814285714,0.314395920942857,28.7668791428571,83.10010716,0.304158671571429,1,0,136,0,9,18,0,0,0,0
2018-09-23,"BP",152.205084,110.303734285714,0.0901557928571429,253.643698571429,-0.172651882285714,36.2324785714286,0.327669123514286,29.2273047142857,73.4484132114286,0.508324966857143,0,0,106,0,0,7,0,0,0,0
